"ID","EstablishmentID","CountyID","RCode","RCodeDesc","EstType","PremiseName","PermiseStreetNo","PremiseStreet","PremiseExtraAddrLine","PremiseCity","PremiseState","PremiseZip","InspectionIntervalDays","IsPayFee","IsStateOwned","Status","WaterProvider","SewageProvider","IsBonded","RenewalStatus","PermitPrinted","Language","RiskType","MenuType","IsCaterer","IsDriveThru","IsTrucksOnly","Area","MailAppIDDesc","MailPermitIDDesc","HoursOfOperation","DaysOfOperation","MonthsOfOperation","opening_date","renewal_sent_date","renewal_received_date","permit_print_date","permit_expiration_date","next_inspection_date","bond_expiration_date","Quantity1","Quantity1Unit","Quantity2","Quantity2Units","latitude","longitude","comments","TotalFeeAmt","PermitFeeAmt","InspectionFeeAmt","VarianceGranted","FollowUpDate"
"741","34696","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","SPRING STREET BAR & GRILL","300","S SPRING ST","","LOUISVILLE","KY","40206","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","SENT","N/A","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","1989-02-28 00:00:00","2017-10-16 00:00:00","2017-12-11 15:22:19","2017-12-11 00:00:00","2018-12-31 00:00:00","2018-11-04 00:00:00","","120","SEATS","0","N/A","38.2513000","-85.7190000","","250.00","100.00","150.00","","2017-04-01 00:00:00"
"742","34715","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","WENDY'S","3422","TAYLOR BLVD","","LOUISVILLE","KY","40215","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","YES","NO","AREA 5","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-11-08 00:00:00","2017-11-08 00:00:00","2018-12-31 00:00:00","2018-09-10 00:00:00","","90","SEATS","0","N/A","38.1988000","-85.7831000","","350.00","100.00","250.00","",""
"743","34716","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","GOLDEN STAR","3458","TAYLOR BLVD","","LOUISVILLE","KY","40215","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 5","OWNER","OWNER","","","","1990-10-11 00:00:00","2017-10-16 00:00:00","2017-11-10 00:00:00","2017-11-10 00:00:00","2018-12-31 00:00:00","2018-10-06 00:00:00","","56","SEATS","0","N/A","38.1972000","-85.7833000","","225.00","100.00","125.00","",""
"744","34717","56","610","RETAIL FOOD STORES","PRE-PACKAGED RETAIL","OLD TAYLOR BAR","3464","TAYLOR BLVD","","LOUISVILLE","KY","40215","360","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","SENT","N/A","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","1989-02-28 00:00:00","2017-10-16 00:00:00","2018-01-05 00:00:00","2018-01-05 00:00:00","2018-12-31 00:00:00","2019-01-31 00:00:00","","52","N/A","1000","SQ FEET","38.1969000","-85.7832000","","75.00","75.00",".00","",""
"745","34720","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","WYANDOTTE TAVERN","3700","TAYLOR BLVD","","LOUISVILLE","KY","40215","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 5","OWNER","OWNER","","","","2006-03-29 00:00:00","2017-10-16 00:00:00","2018-01-22 00:00:00","2018-01-22 00:00:00","2018-12-31 00:00:00","2018-10-28 00:00:00","","53","SEATS","0","N/A","38.1910000","-85.7837000","","225.00","100.00","125.00","",""
"746","34729","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","BEARNO'S","2900","TAYLORSVILLE RD","","LOUISVILLE","KY","40205","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-12-13 00:00:00","2017-12-13 00:00:00","2018-12-31 00:00:00","2018-08-20 00:00:00","","80","SEATS","0","N/A","38.2224000","-85.6656000","","225.00","100.00","125.00","",""
"747","34732","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","KFC Y052-004","3905","TAYLORSVILLE RD","","LOUISVILLE","KY","40220","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","YES","NO","N/A","BILLING","BILLING","","","","1989-03-30 00:00:00","2017-10-16 00:00:00","2017-11-15 00:00:00","2017-11-15 00:00:00","2018-12-31 00:00:00","2018-08-26 00:00:00","","52","SEATS","0","N/A","38.2204000","-85.6300000","","350.00","100.00","250.00","",""
"748","34736","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","HIKES POINT BAR & LOUNGE","3937","TAYLORSVILLE RD","","LOUISVILLE","KY","40220","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","SENT","N/A","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-11-29 00:00:00","2017-11-29 00:00:00","2018-12-31 00:00:00","2018-09-10 00:00:00","","80","SEATS","0","N/A","38.2206000","-85.6274000","","225.00","100.00","125.00","","2018-05-30 00:00:00"
"749","34742","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","WENDY'S","4041","TAYLORSVILLE RD","","LOUISVILLE","KY","40220","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","YES","NO","AREA 9","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-11-08 00:00:00","2017-11-08 00:00:00","2018-12-31 00:00:00","2018-10-17 00:00:00","","51","SEATS","0","N/A","38.2200000","-85.6220000","","350.00","100.00","250.00","",""
"750","34760","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","OUTLOOK INN","916","BAXTER AVE","","LOUISVILLE","KY","40204","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-11-22 00:00:00","2017-11-22 00:00:00","2018-12-31 00:00:00","2018-10-01 00:00:00","","70","SEATS","0","N/A","38.2421000","-85.7261000","","225.00","100.00","125.00","",""
"751","34763","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","KFC","10224","TAYLORSVILLE RD","","LOUISVILLE","KY","40299","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","YES","YES","NO","AREA 9","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-11-15 10:10:24","2017-11-15 00:00:00","2018-12-31 00:00:00","2018-07-29 00:00:00","","34","SEATS","0","N/A","38.1952000","-85.5668000","","435.00","100.00","335.00","",""
"752","34773","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","FOXY LADY","1715","BERRY BLVD","","LOUISVILLE","KY","40215","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","SENT","N/A","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","2000-02-16 00:00:00","2017-10-16 00:00:00","2018-02-12 11:22:40","2018-02-12 00:00:00","2018-12-31 00:00:00","2018-09-02 00:00:00","","100","SEATS","0","N/A","38.1971000","-85.7941000","","225.00","100.00","125.00","",""
"753","34779","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","LAKESIDE CLUB","2010","TREVILIAN WAY","","LOUISVILLE","KY","40205","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-11-07 00:00:00","2017-11-07 00:00:00","2018-12-31 00:00:00","2018-12-11 00:00:00","","1","SEATS","0","N/A","38.2203000","-85.6869000","","160.00","100.00","60.00","",""
"754","34783","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","LOUISVILLE COUNTRY CLUB","40","MOCKINGBIRD VALLEY DR","","LOUISVILLE","KY","40207","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 1","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-11-07 13:28:03","2017-11-07 00:00:00","2018-12-31 00:00:00","2018-09-18 00:00:00","","90","SEATS","0","N/A","38.2794000","-85.6772000","","225.00","100.00","125.00","",""
"755","34786","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","KINGFISH #2","3021","UPPER RIVER RD","","LOUISVILLE","KY","40207","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 1","OWNER","PREMISE","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-11-07 09:49:31","2017-11-07 00:00:00","2018-12-31 00:00:00","2018-09-26 00:00:00","","260","SEATS","0","N/A","38.2811000","-85.6995000","","275.00","100.00","175.00","",""
"756","34788","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","LOUISVILLE BOAT CLUB / MAIN KITCHEN","4200","RIVER RD","","LOUISVILLE","KY","40207","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","Clsed first 2 weeks of January","","1992-09-17 00:00:00","2017-10-16 00:00:00","2017-12-19 09:18:53","2017-12-19 00:00:00","2018-12-31 00:00:00","2018-09-16 00:00:00","","100","SEATS","0","N/A","38.2919000","-85.6766000","","225.00","100.00","125.00","",""
"757","34789","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","LOUISVILLE BOAT CLUB SNACK BAR","4200","RIVER RD","","LOUISVILLE","KY","40207","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-12-19 08:44:36","2017-12-19 00:00:00","2018-12-31 00:00:00","2018-11-21 00:00:00","","16","SEATS","0","N/A","38.2919000","-85.6766000","","160.00","100.00","60.00","","2015-05-23 00:00:00"
"758","34791","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","RIVER VALLEY CLUB","4701","UPPER RIVER RD","","LOUISVILLE","KY","40222","180","YES","NO","ACTIVE","PUBLIC","PRIVATE","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 2","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-11-10 15:33:49","2017-11-10 00:00:00","2018-12-31 00:00:00","2018-10-16 00:00:00","","51","SEATS","0","N/A","38.3055000","-85.6598000","","225.00","100.00","125.00","",""
"759","34792","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","CUNNINGHAM'S CREEKSIDE","6301","UPPER RIVER RD","","HARROD'S CREEK","KY","40027","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","YES","NO","NO","AREA 2","OWNER","OWNER","","","","2006-06-09 00:00:00","2017-10-16 00:00:00","2017-11-17 00:00:00","2017-11-17 00:00:00","2018-12-31 00:00:00","2018-10-14 00:00:00","","120","SEATS","0","N/A","38.3285000","-85.6364000","","360.00","100.00","260.00","",""
"760","34796","56","607","RETAIL/FOOD ESTABLISHMENT","RETAIL-FOOD  10,001 SQ FT OR OVER","KROGER L-186","2219","HOLIDAY MANOR CENTER","","LOUISVILLE","KY","40222","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","SENT","N/A","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 2","OWNER","OWNER","","","","1989-03-06 00:00:00","2017-10-16 00:00:00","2017-11-06 13:55:56","2017-11-06 00:00:00","2018-12-31 00:00:00","2018-09-11 00:00:00","","24","SEATS","59000","SQ FEET","38.2840000","-85.6308000","","460.00","400.00","60.00","",""
"761","34800","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","COACH LAMP RESTAURANT & PUB","751","VINE ST","","LOUISVILLE","KY","40204","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","YES","NO","NO","","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-12-14 15:19:26","2017-12-14 00:00:00","2018-12-31 00:00:00","2018-10-14 00:00:00","","100","SEATS","0","N/A","38.2417000","-85.7343000","","335.00","100.00","235.00","",""
"762","34802","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","KNIGHTS OF COLUMBUS","4417","RIVER RD","","LOUISVILLE","KY","40207","180","YES","NO","ACTIVE","PUBLIC","PRIVATE","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","1988-08-11 00:00:00","2017-10-16 00:00:00","2017-11-10 15:34:34","2017-11-10 00:00:00","2018-12-31 00:00:00","2018-10-01 00:00:00","","80","SEATS","0","N/A","38.2984000","-85.6679000","","225.00","100.00","125.00","",""
"763","34811","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","LEE'S RESTAURANT","1941","BISHOP LN","","LOUISVILLE","KY","40218","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 6","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2017-11-10 15:27:42","2017-11-10 00:00:00","2018-12-31 00:00:00","2018-09-10 00:00:00","","70","SEATS","0","N/A","38.2030000","-85.6836000","","225.00","100.00","125.00","",""
"764","34812","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","ORIENTAL STAR","4212","BISHOP LN","","LOUISVILLE","KY","40218","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 6","OWNER","OWNER","","","","1988-09-29 00:00:00","2017-10-16 00:00:00","2017-11-20 00:00:00","2017-11-20 00:00:00","2018-12-31 00:00:00","2018-12-10 00:00:00","","55","SEATS","0","N/A","38.2003000","-85.6867000","","225.00","100.00","125.00","",""
"765","34814","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","WAFFLE HOUSE #179","4320","BISHOP LN","","LOUISVILLE","KY","40218","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 6","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2017-11-06 14:49:32","2017-11-06 00:00:00","2018-12-31 00:00:00","2018-09-08 00:00:00","","41","SEATS","0","N/A","38.1985000","-85.6867000","","200.00","100.00","100.00","",""
"766","34817","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","VFW POST 1181","6518","BLEVINS GAP RD","","LOUISVILLE","KY","40272","180","YES","NO","ACTIVE","PUBLIC","PRIVATE","NOT BONDED","SENT","N/A","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 7","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2018-01-04 00:00:00","2018-01-04 00:00:00","2018-12-31 00:00:00","2018-09-24 00:00:00","","508","SEATS","0","N/A","38.7040000","-85.8834000","","275.00","100.00","175.00","",""
"767","34827","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","BONNYCASTLE CLUB","1951","BONNYCASTLE AVE","","LOUISVILLE","KY","40205","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","SENT","N/A","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","2004-03-22 00:00:00","2017-10-16 00:00:00","2018-01-08 11:59:45","2018-01-08 00:00:00","2018-12-31 00:00:00","2018-10-14 00:00:00","","110","SEATS","0","N/A","38.2306000","-85.7054000","","250.00","100.00","150.00","",""
"768","34833","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","GALT CAFE MAGNOLIA","140","N 4TH ST","","LOUISVILLE","KY","40202","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 4","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2016-11-04 00:00:00","2016-11-04 00:00:00","2017-12-31 00:00:00","2018-06-17 00:00:00","","275","SEATS","0","N/A","38.2581000","-85.7568000","","275.00","100.00","175.00","",""
"769","34835","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","GALT AL J'S & THELMA'S DELI","140","N 4TH ST","","LOUISVILLE","KY","40202","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 4","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2016-11-04 00:00:00","2016-11-04 00:00:00","2017-12-31 00:00:00","2018-06-17 00:00:00","","120","SEATS","0","N/A","38.2581000","-85.7568000","","250.00","100.00","150.00","",""
"770","34837","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","GALT PRODUCTION ROOM SERVICE","140","N 4TH ST","","LOUISVILLE","KY","40202","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 4","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2017-12-19 00:00:00","2017-12-19 00:00:00","2018-12-31 00:00:00","2018-07-07 00:00:00","","220","SEATS","0","N/A","38.2581000","-85.7568000","","275.00","100.00","175.00","",""
"771","34839","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","GALT RIVUE","140","N 4TH ST","","LOUISVILLE","KY","40202","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 4","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2016-11-04 00:00:00","2016-11-04 00:00:00","2017-12-31 00:00:00","2018-06-17 00:00:00","","250","SEATS","0","N/A","38.2581000","-85.7568000","","275.00","100.00","175.00","",""
"772","34842","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","GALT JOCKEY SILKS BOURBON BAR","140","N 4TH ST","","LOUISVILLE","KY","40202","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 4","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2016-11-04 00:00:00","2016-11-04 00:00:00","2017-12-31 00:00:00","2018-06-17 00:00:00","","90","SEATS","0","N/A","38.2581000","-85.7568000","","225.00","100.00","125.00","",""
"773","34844","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","MOBY DICK","2700","S 3RD ST","","LOUISVILLE","KY","40208","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2017-11-28 00:00:00","2017-11-28 00:00:00","2018-12-31 00:00:00","2018-11-20 00:00:00","","50","SEATS","0","N/A","38.2099000","-85.7635000","","200.00","100.00","100.00","",""
"774","34845","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","KFC","5462","NEW CUT RD","","LOUISVILLE","KY","40214","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","YES","NO","AREA 7","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2017-11-15 10:12:15","2017-11-15 00:00:00","2018-12-31 00:00:00","2018-09-23 00:00:00","","34","SEATS","0","N/A","38.1465000","-85.7758000","","325.00","100.00","225.00","",""
"775","34846","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","SUBURBAN SOCIAL CLUB INC.","3901","S 3RD ST","","LOUISVILLE","KY","40214","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1998-10-21 00:00:00","2017-10-16 00:00:00","2017-11-29 11:58:40","2017-11-29 00:00:00","2018-12-31 00:00:00","2018-10-11 00:00:00","","100","SEATS","0","N/A","38.2000000","-85.7649000","","225.00","100.00","125.00","",""
"776","34855","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","SHENANIGAN'S","1611","NORRIS PLACE","","LOUISVILLE","KY","40205","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2017-12-14 00:00:00","2017-12-14 00:00:00","2018-12-31 00:00:00","2018-11-20 00:00:00","","60","SEATS","0","N/A","38.2272000","-85.7083000","","225.00","100.00","125.00","",""
"777","34857","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","SHAWNEE GOLF COURSE","460","NORTHWESTERN PKWY","","LOUISVILLE","KY","40212","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2017-11-10 10:22:56","2017-11-10 00:00:00","2018-12-31 00:00:00","2018-08-05 00:00:00","","26","SEATS","0","N/A","38.2728000","-85.8244000","","200.00","100.00","100.00","",""
"778","34866","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","CRAVINGS","101","S 5TH ST","","LOUISVILLE","KY","40202","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","YES","NO","NO","AREA 4","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2017-11-10 15:04:02","2017-11-10 00:00:00","2018-12-31 00:00:00","2018-07-02 00:00:00","","347","SEATS","0","N/A","38.2562000","-85.7579000","","385.00","100.00","285.00","",""
"779","34872","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","GOLDEN WALL","3111","FERN VALLEY RD","","LOUISVILLE","KY","40213","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 6","OWNER","OWNER","","","","1992-02-11 00:00:00","2017-10-16 00:00:00","2017-11-08 14:55:12","2017-11-08 00:00:00","2018-12-31 00:00:00","2018-11-13 00:00:00","","100","SEATS","0","N/A","38.1574000","-85.7076000","","225.00","100.00","125.00","",""
"780","34875","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","VFW POST OKOLONA","4205","LAMBERT RD","","LOUISVILLE","KY","40219","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 8","OWNER","OWNER","","","","2000-03-06 00:00:00","2017-10-16 00:00:00","2017-11-14 00:00:00","2017-11-14 00:00:00","2018-12-31 00:00:00","2018-09-23 00:00:00","","51","SEATS","0","N/A","38.1352000","-85.6833000","","225.00","100.00","125.00","",""
"781","34882","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","CEDAR RIDGE CAMP & RETREAT CNT","4010","ROUTT RD","","LOUISVILLE","KY","40299","180","YES","NO","ACTIVE","PUBLIC","PRIVATE","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 3","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2017-11-03 14:12:23","2017-11-03 00:00:00","2018-12-31 00:00:00","2018-11-28 00:00:00","","210","SEATS","0","N/A","38.1761000","-85.4791000","","275.00","100.00","175.00","",""
"782","34884","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","HURSTBOURNE CLUB SNACKBAR","9000","HURSTBOURNE CLUB LN","","LOUISVILLE","KY","40222","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 9","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2017-11-15 00:00:00","2017-11-15 00:00:00","2018-12-31 00:00:00","2018-11-27 00:00:00","","24","SEATS","0","N/A","38.2396000","-85.5903000","","160.00","100.00","60.00","",""
"783","34896","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","ARBY'S #263","3615","BARDSTOWN RD","","LOUISVILLE","KY","40218","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","N/A","OWNER","OWNER","","","","2003-06-13 00:00:00","2017-10-16 00:00:00","2017-12-05 12:50:06","2017-12-05 00:00:00","2018-12-31 00:00:00","2018-12-24 00:00:00","","60","SEATS","0","N/A","38.1997000","-85.6607000","","225.00","100.00","125.00","",""
"784","34897","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","FRISCH'S BIG BOY #153","1710","LINCOLN AVE","","LOUISVILLE","KY","40213","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","YES","NO","AREA 6","OWNER","OWNER","","","","1989-10-16 00:00:00","2017-10-16 00:00:00","2017-12-15 00:00:00","2017-12-15 00:00:00","2018-12-31 00:00:00","2018-11-12 00:00:00","","153","SEATS","0","N/A","38.1971000",".0000000","","375.00","100.00","275.00","",""
"785","34898","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","PESTO'S ITALIAN RESTAURANT","566","S 5TH ST","","LOUISVILLE","KY","40203","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","","OWNER","OWNER","","","","1989-10-12 00:00:00","2017-10-16 00:00:00","2017-11-10 15:20:29","2017-11-10 00:00:00","2018-12-31 00:00:00","2018-11-27 00:00:00","","95","SEATS","0","N/A","38.2493000","-85.7597000","","225.00","100.00","125.00","",""
"786","34899","56","605","FOOD SERVICE ESTABLISHMENT","FOOD SERVICE","BOB EVANS #51","9797","BLAIRWOOD RD","","LOUISVILLE","KY","40222","180","YES","NO","ACTIVE","PUBLIC","PUBLIC","NOT BONDED","RCVD","PRINTED","ENGLISH","","UNKNOWN","NO","NO","NO","AREA 9","OWNER","OWNER","","","","1988-08-12 00:00:00","2017-10-16 00:00:00","2018-01-08 00:00:00","2018-01-08 00:00:00","2018-12-31 00:00:00","2018-10-22 00:00:00","","100","SEATS","0","N/A","38.2262000",".0000000","","225.00","100.00","125.00","","2018-01-02 00:00:00"
