id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;
18807610;Joli petit appartement pour 2+ déjeuner et WiFi!;128698531;Marilyn;;Rosemont-La Petite-Patrie;45.547568575736854;-73.57526317853667;Entire home/apt;71;2;12;19/02/2018;1.04;1;4;
18808636;Bachelor in Verdun;32163996;Jean-Michel;;Verdun;45.46633421243003;-73.57153659381814;Entire home/apt;40;1;31;01/11/2017;2.59;1;0;
18809115;Great offer: Coxy Condo to be at home in Montreal;21108053;Ginette;;Mercier-Hochelaga-Maisonneuve;45.54391797478446;-73.54424985815797;Entire home/apt;85;7;7;17/09/2017;0.70;1;5;
18810438;Nice hidden jewel in the heart of Mile End;2187915;New;;Le Plateau-Mont-Royal;45.523149342393815;-73.60336424658941;Entire home/apt;120;2;1;29/05/2017;0.08;1;0;
18810794;Classy and historic building McGill area!;130962611;Paula;;Le Plateau-Mont-Royal;45.508332017207735;-73.57641746679228;Entire home/apt;869;1;0;;;1;365;
18811031;Beautiful apartment close to the city center;130964990;;;Ville-Marie;45.52989232361302;-73.5603714098225;Entire home/apt;121;2;0;;;1;365;
18811447;Joli condo dans la Petite Italie;15267906;Elena;;Rosemont-La Petite-Patrie;45.53465015378543;-73.60647203978881;Entire home/apt;70;2;3;01/10/2017;0.27;1;0;
18812720;Elegant 1BR -  Perfect for business!;9818417;Dave;;Ville-Marie;45.51147067366272;-73.56193242182316;Entire home/apt;74;1;21;18/02/2018;1.78;6;149;
18821490;Artsy appartement in Montreal;906171;Anne-Renée;;Rosemont-La Petite-Patrie;45.54285575198761;-73.59248729611059;Entire home/apt;115;2;2;06/08/2017;0.19;1;1;
18823132;Beautiful NDG lower duplex / Monkland village;89233214;Christopher;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.475483886803595;-73.61727709277477;Entire home/apt;125;4;4;16/10/2017;0.36;2;110;
18824172;Cosy modern bedroom in Mile End/Plateau;3238424;Thomas;;Le Plateau-Mont-Royal;45.51878324040448;-73.58842702908196;Private room;35;1;17;14/05/2018;1.52;1;49;
18824401;Bright charming apt in downtown Montreal;122533660;Liam & Ava;;Ville-Marie;45.497698602943075;-73.57892583053332;Entire home/apt;64;1;62;02/05/2018;5.31;3;151;
18825131;New Three Bedroom Luxury PH Downtown Montreal;67910008;Ariel;;Ville-Marie;45.49832689697991;-73.57817509125564;Entire home/apt;150;1;4;22/11/2017;0.65;1;0;
18825202;BONJOUR! - Spacious 1 BR - Place des Festivals ★;5101911;Philippe;;Ville-Marie;45.510595512700384;-73.56010159651125;Entire home/apt;73;4;52;06/05/2018;4.43;4;149;
18825253;Une oasis de calme dans le Mile End à Montréal !;1096053;Celine;;Le Plateau-Mont-Royal;45.52306099632553;-73.59268524086973;Entire home/apt;141;7;2;02/01/2018;0.21;1;0;
18825447;Homebase beside village for enjoying the city;76110864;Joseph;;Ville-Marie;45.526851618424594;-73.55665666785026;Entire home/apt;98;2;21;29/12/2017;1.78;2;135;
18825580;beau logement dans le Vieux-Rosemont;53318682;Denise;;Rosemont-La Petite-Patrie;45.55160217769044;-73.57700451323281;Entire home/apt;50;7;2;04/08/2017;0.21;2;0;
18828094;Mignon appartement calme et lumineux, avec balcon;1264406;Poirier;;Rosemont-La Petite-Patrie;45.54599565650109;-73.5699401066049;Entire home/apt;49;6;0;;;1;0;
18835875;Great 30's apartment with modern design furnitures;4912158;Fabien;;Villeray-Saint-Michel-Parc-Extension;45.54467926085723;-73.62889348853585;Entire home/apt;135;2;3;06/08/2017;0.29;2;67;
18836181;Bright and Spacious 2 Bedroom Apartment in Plateau;32223209;Meadhbh;;Le Plateau-Mont-Royal;45.5219339174988;-73.57253906937487;Entire home/apt;80;4;2;20/08/2017;0.22;2;0;
18838178;Cosy and spacious one bedroom located Downtown;69817362;Karen;;Le Plateau-Mont-Royal;45.511420863844556;-73.57125003624395;Private room;62;1;3;24/06/2017;0.26;1;28;
18839685;LMVR - The Park near Park Lafontain;56209583;Lawrence;;Le Plateau-Mont-Royal;45.52423205578905;-73.57490026155648;Entire home/apt;448;2;2;08/04/2018;0.22;9;274;
18841037;claire de lune;131206065;Wana;;Ville-Marie;45.49380644610753;-73.58184041550551;Entire home/apt;59;1;50;13/05/2018;4.73;2;327;
18842017;Sweet Room with Balcony in Mile End/ Plateau;131229303;Taly;;Le Plateau-Mont-Royal;45.519623483897945;-73.59319274849068;Private room;42;2;0;;;2;0;
18842345;Nice room near to downtown and subway;131232814;Hakim;;Ville-Marie;45.529939276366854;-73.55037583202643;Private room;42;1;7;24/07/2017;0.59;1;0;
18842727;Convenient, well located and spacious;131237517;Michael;;Villeray-Saint-Michel-Parc-Extension;45.541782314550986;-73.62343160569601;Entire home/apt;46;3;5;16/08/2017;0.43;1;0;
18847604;Charming Large roomy outremont home;54427037;John;;Outremont;45.521248410561284;-73.60968576155932;Entire home/apt;167;2;15;12/05/2018;2.05;1;282;
18849326;Awesome Flat in Heart of Plateau Montreal;20890142;Guillaume;;Le Plateau-Mont-Royal;45.51624600380029;-73.57108805183553;Private room;109;2;21;23/10/2017;1.85;1;78;
18849404;Private room within beautiful Plateau apartment;32223209;Meadhbh;;Le Plateau-Mont-Royal;45.5217466963972;-73.57309875585574;Private room;32;2;5;22/10/2017;0.47;2;0;
18850601;Charming place near Olympic Stadium. Bright & Comfortable with Wifi;14560046;Maité & Simon;;Mercier-Hochelaga-Maisonneuve;45.55403678006203;-73.55433678953626;Entire home/apt;94;1;14;22/03/2018;2.63;4;287;
18852288;Nice spacious and clean close to downtown;50581566;Assia;;Ville-Marie;45.5251734780316;-73.5552336339286;Private room;45;1;11;06/09/2017;0.95;1;0;
18853833;Beautiful Apartment Downtown;61567473;Aidan;;Le Plateau-Mont-Royal;45.50795622407807;-73.57648250812586;Entire home/apt;145;2;10;10/05/2018;0.88;2;41;
18853937;Nouveau Mile-end;;;;;;;;;;;;;;;
18853945;Cozy penthouse in the heart of downtown Montreal!;73363141;Aaron;;Ville-Marie;45.494539841318314;-73.57448689649468;Private room;74;1;14;22/03/2018;1.19;1;356;
18854331;chambre à proximité des transports en commun;64945089;Charlyse;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.505402116824555;-73.61730218775891;Private room;45;2;0;;;1;59;
18854823;Double Room with 2 double beds, idealy for family;58913961;Caroline;;Mercier-Hochelaga-Maisonneuve;45.61045550400014;-73.50953047331461;Private room;60;1;12;29/04/2018;;4;365;
18855574;Vous voulez découvrir Montréal...;10684100;Ruiz Vergara;;Villeray-Saint-Michel-Parc-Extension;45.54542886150297;-73.616863518326;Private room;26;3;0;;;1;0;
18855642;Appartement tres beau Proche de tout;;;;;;;;;;;;;;;
"23""";46218029;Sam;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.51202365637686;-73.62727455222092;Entire home/apt;59;7;6;25/03/2018;0.66;2;99;;
18855682;Dream loft in the heart of the Old Montreal;117508248;Arthur;;Ville-Marie;45.510264683038194;-73.55084184948244;Entire home/apt;116;1;47;28/02/2018;3.92;1;280;
18856157;Appartment in the heart of Downtown Montreal;29406755;Hassen;;Ville-Marie;45.496760204479905;-73.57730364202507;Entire home/apt;41;2;14;25/04/2018;1.17;1;100;
18856601;Downtown Montreal. Amazing location !!;131368522;Mike;;Ville-Marie;45.50967468669373;-73.55923019137724;Entire home/apt;180;2;0;;;2;87;
18856756;2BR Bright apartment in Plateau Mont-Royal;22300879;Carl;;Le Plateau-Mont-Royal;45.528793004668714;-73.58349708901953;Entire home/apt;81;6;2;21/08/2017;0.22;1;0;
18857220;Beau condo au cœur de Montréal!;106187175;Mélina;;Ville-Marie;45.53876022733414;-73.55540197976727;Entire home/apt;54;1;0;;;1;0;
18857644;Front Room;73424695;Devin;;Villeray-Saint-Michel-Parc-Extension;45.52970918417185;-73.62563291418148;Private room;19;2;0;;;1;0;
18858644;Grande chambre très lumineuse en plein centre;131392438;Erwan;;Ville-Marie;45.52259300352282;-73.55253028667968;Private room;26;7;0;;;1;0;
18869138;Quiet double bedroom at my place!;6023993;Frank;;Le Plateau-Mont-Royal;45.53491126962631;-73.58746511931481;Private room;40;1;17;18/08/2017;1.42;1;298;
18869158;Nice and Sunny bedroom in Plateau;81914386;Flore;;Le Plateau-Mont-Royal;45.51718805452655;-73.58306914872328;Private room;28;3;9;14/05/2018;0.77;1;151;
18870919;Cosy Room in Quiet Area (Downtown);9386974;Jean-Pierre;;Ville-Marie;45.53636292768076;-73.5572533349478;Private room;40;29;12;23/08/2017;1.06;2;196;
18870941;Un beau appartement à louer;131480381;Bouafia;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.46229410873116;-73.62934840753617;Entire home/apt;57;5;4;16/11/2017;0.38;2;33;
18871121;Charmant duplex proche parc Lafontaine;131481491;Flavie;;Ville-Marie;45.528105907188355;-73.5605245675779;Entire home/apt;90;5;2;28/07/2017;0.20;1;0;
18872408;Au pied de la montagne;95870958;Pierre;;Le Plateau-Mont-Royal;45.5102230179295;-73.5777426444597;Entire home/apt;83;3;41;26/04/2018;3.47;1;173;
18873429;Big private room! Only May 23rd to June 4th!;131500625;Pancho;;Ville-Marie;45.515913796487446;-73.56595357245706;Private room;50;2;2;01/06/2017;0.17;1;0;
18873474;Super Bright Loft in the Plateau;2441656;Ashlie;;Le Plateau-Mont-Royal;45.51616259859629;-73.57952390626964;Entire home/apt;150;2;3;07/08/2017;0.26;1;0;
18874350;Family Home in Monteal ,Homa District;6480830;Patrick;;Mercier-Hochelaga-Maisonneuve;45.543418102209856;-73.54824442368728;Entire home/apt;140;2;1;02/06/2017;0.09;1;0;
18874602;Bright renovated apt. 7 min. from metro station;90995275;Stanislas;;Verdun;45.45959967069664;-73.56468613495137;Entire home/apt;90;7;8;04/05/2018;0.88;1;18;
18875211;3 1/2 apartment in Downtown;83787791;Victor;;Ville-Marie;45.49769344280867;-73.58470464214253;Entire home/apt;120;7;1;08/07/2017;0.10;1;16;
18875343;Superbe logement typiquement montréalais;6066715;Julie;;Rosemont-La Petite-Patrie;45.55166539451289;-73.58086395248935;Entire home/apt;90;2;9;10/03/2018;0.76;1;12;
18875394;New Flat In Booming Verdun, near Metro & Downtown;25842499;Benoit;;Verdun;45.456390695442025;-73.56936572106507;Entire home/apt;127;2;0;;;1;355;
18875918;Chambre paisible;16370708;Florian Et Adele;;Ville-Marie;45.53044434908187;-73.55503562805934;Private room;46;1;1;26/05/2017;0.08;2;0;
18877542;Vast 2 Bedroom condo with parking in Ville-Marie;15651549;Hugo;;Ville-Marie;45.527576188096205;-73.54619818040041;Entire home/apt;100;1;15;05/09/2017;1.29;1;29;
18879003;Hear of downtown;131528176;Reza;;Ville-Marie;45.4920590563668;-73.58316014557349;Private room;81;2;0;;;1;0;
18883512;Little Burgundy Gem;7694690;Rebekah;;Le Sud-Ouest;45.4823120630809;-73.57350794155556;Entire home/apt;175;2;16;08/01/2018;1.36;1;0;
18884367;L'emplacement idéal au cœur du plateau Mont-Royal;15102989;Martine;;Le Plateau-Mont-Royal;45.51423550505558;-73.58007071451087;Entire home/apt;220;2;32;06/05/2018;2.77;1;258;
18885444;Grand Prix Dates Available!;131601450;Mi;;Ville-Marie;45.49491574010442;-73.57098716435726;Entire home/apt;281;3;0;;;1;135;
18885741;Beautiful appartement in heart of Montreal;131524720;Hakim;;Le Plateau-Mont-Royal;45.51024121753605;-73.57535509257204;Entire home/apt;135;2;0;;;1;358;
18886227;Dtwn Penthouse condo;111294431;Magdalina ( OLIT );;Ville-Marie;45.495284777788065;-73.57012146743621;Entire home/apt;190;1;39;06/05/2018;3.31;19;72;
18888791;Whole appartment available;124318783;Julia;;Dorval;45.439835457813736;-73.74043381172253;Entire home/apt;42;3;0;;;1;0;
18888850;Warm & Comfy 1 BR near Olympic Stadium;13165668;Marianne;;Rosemont-La Petite-Patrie;45.56708624788487;-73.58343879298144;Entire home/apt;62;2;8;09/10/2017;0.70;1;15;
18888868;Large Modern 1 Bedroom Apartment Downtown;57330016;Hayley;;Ville-Marie;45.495114522595365;-73.58297959302617;Entire home/apt;116;2;21;13/05/2018;1.77;16;69;
18889005;Sunny and spacious room;69029363;Margaux;;Le Plateau-Mont-Royal;45.514751375389494;-73.56937274169628;Private room;30;7;0;;;3;0;
18889213;Charming Bright Apartment in Heart of Le Plateau;7460560;Marianne;;Le Plateau-Mont-Royal;45.52219779076843;-73.583878443108;Entire home/apt;200;3;10;01/01/2018;0.89;3;8;
18890592;Deluxe Condo Old Port/Convention Centre/Downtown9A;101075118;John;;Ville-Marie;45.503918416883806;-73.55989848850064;Entire home/apt;89;1;52;22/03/2018;4.53;5;172;
18891127;Luxury Leather And Wood Fancy Old Montreal;10585712;Frederick;;Ville-Marie;45.50419448697584;-73.55549720478881;Entire home/apt;170;1;51;29/04/2018;4.41;18;321;
18892163;Villeray Dream Cave;131646850;Andrea;;Villeray-Saint-Michel-Parc-Extension;45.54191233767948;-73.62297641970015;Private room;699;2;0;;;1;0;
18892868;8bdrm Prime Location;85305784;Nicholas;;Le Plateau-Mont-Royal;45.516325716565845;-73.58166120509908;Entire home/apt;199;1;13;22/04/2018;1.12;5;319;
18892929;Beautiful Two Storey Home in Heart of Plateau;9327787;Aisha;;Le Plateau-Mont-Royal;45.51686533817298;-73.57274067653266;Entire home/apt;351;2;5;24/08/2017;0.47;1;0;
18894283;Charming 4 Bedroom in Heart of Plateau;57330016;Hayley;;Le Plateau-Mont-Royal;45.514997829256146;-73.56978419528834;Entire home/apt;189;2;13;28/08/2017;1.15;16;78;
18895080;Sapcious 4Bedroom in Le Plateau/Mile-End;15879496;Ruby&Lior;;Le Plateau-Mont-Royal;45.52154996126787;-73.59680499101754;Entire home/apt;100;1;43;07/05/2018;3.66;4;82;
18895083;Clean and cozy room in Mile End;90962442;Rémi;;Le Plateau-Mont-Royal;45.522442544360636;-73.59669091141778;Private room;31;3;1;26/06/2017;0.09;1;177;
18895540;Lumineux et moderne au coin de l'avenue Mont-Royal;3714982;Alexandre;;Le Plateau-Mont-Royal;45.52485446740846;-73.58561693248527;Entire home/apt;110;3;1;13/06/2017;0.09;1;0;
18895611;★Cozy apt★ Near subway station★ easily visit MTL★;94854616;Noé;;Mercier-Hochelaga-Maisonneuve;45.60449499716997;-73.52945333492941;Entire home/apt;54;1;72;13/05/2018;7.74;2;144;
18896548;AMAZING Plateau apt - STUNNING VIEW;5294352;Hany;;Le Plateau-Mont-Royal;45.51789680593673;-73.56742222572201;Entire home/apt;121;3;1;08/08/2017;0.11;1;17;
18897545;New Luxurious and Modern BELL CENTER condo-MTL Dt;99680595;Pauly;;Ville-Marie;45.49527408215225;-73.57022523202566;Entire home/apt;160;2;13;01/01/2018;1.29;3;74;
18897976;Magnific Loft in Griffintown;39140193;Roxanne;;Le Sud-Ouest;45.48032165502277;-73.58175662051823;Entire home/apt;0;2;9;01/01/2018;0.76;1;54;
18898214;Cozy room in Spacious Loft;131701456;Alexis;;Rosemont-La Petite-Patrie;45.53157060878558;-73.62094969246714;Private room;80;7;0;;;1;126;
18898545;Chambre au cœur du Plateau;14787085;Ruben;;Le Plateau-Mont-Royal;45.522461254273225;-73.57947324381253;Private room;50;1;5;03/10/2017;0.42;2;0;
18898650;$50 CAD Belle chambre prés centre ville et métro.;131512308;Emmanuel;;Ville-Marie;45.531226911853096;-73.54659777541615;Private room;50;1;57;09/02/2018;4.84;2;344;
18899831;Luxury Studio Overlooking Quartier Des Spectacles;131710085;Ceelina;;Ville-Marie;45.50808257811093;-73.56877684249966;Entire home/apt;69;1;8;08/04/2018;0.69;4;99;
18903636;bright, basement two bedroom apt in center of town;73730959;Tawn;;Le Plateau-Mont-Royal;45.51068165715722;-73.57091442830628;Entire home/apt;80;3;5;03/01/2018;0.53;5;345;
18906420;peaceful upper flat in the westend: July 30-Aug 12;24903272;Carmen;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.457227376527214;-73.64549827081694;Entire home/apt;135;1;0;;;1;83;
18907170;Great location close to metro 7 mins to downtown;131764078;Christopher;;Verdun;45.453419091922996;-73.58068420081291;Entire home/apt;99;2;2;04/03/2018;0.18;1;134;
18907408;Fresh And Clean Modern Apartment;87762099;Shay;;Le Plateau-Mont-Royal;45.52633169130356;-73.60891540808359;Entire home/apt;200;1;29;25/04/2018;2.67;6;127;
18908616;SU33. 1Br, 2Br or 3Br Apt. PERFECT LOCATION!;123332723;UrbanLife;;Le Plateau-Mont-Royal;45.515908594266776;-73.58283641635752;Entire home/apt;86;1;22;14/05/2018;1.87;7;80;
18909140;Glitz Apartment in Core of Gay Village Montreal;131668100;Abe;;Ville-Marie;45.518863255843485;-73.55537340400913;Entire home/apt;98;2;42;29/04/2018;3.57;2;81;
18909975;Chambre à coucher;13936479;Sabrina;;Le Plateau-Mont-Royal;45.519764987515806;-73.57994210845574;Private room;85;1;6;20/08/2017;0.60;1;0;
18910415;Sunny room/Chambre ensoleillée Plateau Mont-Royal;18153320;Jérémie;;Le Plateau-Mont-Royal;45.51725347774969;-73.59004591898895;Private room;24;2;22;01/01/2018;2.12;1;0;
18910508;Charming studio in the heart of Plateau/Mile End;5792798;Audrey-Anne;;Le Plateau-Mont-Royal;45.52357993756074;-73.58899630743335;Entire home/apt;100;2;6;07/08/2017;0.51;1;0;
18910932;Cozy studio apartment in best area of Downtown MTL;131795208;Keyron;;Ville-Marie;45.49460270588008;-73.58282143722461;Entire home/apt;81;2;7;07/08/2017;0.61;1;0;
18910977;Joli appartement - Plein coeur de la petite Italie;131795254;Pauline;;Rosemont-La Petite-Patrie;45.5335493933332;-73.61000223784943;Entire home/apt;79;5;0;;;1;0;
18911267;Gorgeous! Spacious! 3 Bedroom Condo - Plateau;131491806;Mendel;;Le Plateau-Mont-Royal;45.52603173530169;-73.59482865203388;Entire home/apt;60;1;38;01/04/2018;3.22;3;87;
18911510;Bright Top Floor Apartment Located In Mile End;124589452;Noah;;Le Plateau-Mont-Royal;45.52610593810242;-73.60680765350179;Private room;26;30;21;24/08/2017;1.81;2;0;
18911675;Amazing Location Cozy Apartment Downtown Montreal;78303656;Kareem;;Ville-Marie;45.49486112686608;-73.5814996968427;Entire home/apt;100;2;3;04/08/2017;0.26;1;362;
18912249;Big Close Room near Préfontaine Metro Station;125268135;Aodren;;Mercier-Hochelaga-Maisonneuve;45.54202121346819;-73.54991233003187;Private room;22;1;2;04/06/2017;0.17;1;0;
18913139;Charmant logement proche du centre ville;131813724;Thomas;;Le Sud-Ouest;45.48249254147911;-73.58321701065215;Entire home/apt;500;1;8;18/06/2017;0.69;1;365;
18913671;Charme et design dans Rosemont;10521339;Welguest;;Rosemont-La Petite-Patrie;45.54640924248966;-73.59763006744552;Entire home/apt;159;2;10;30/04/2018;0.85;8;214;
18913672;West Island! Best of both Worlds;38027290;Tracy;;Kirkland;45.466683029586726;-73.8550024301533;Entire home/apt;225;3;4;04/09/2017;0.38;1;130;
18914155;Nice room in cool neighbourhood;26364976;Maud;;Ville-Marie;45.530783930785326;-73.55588909343349;Private room;35;1;2;02/05/2018;0.17;1;88;
18914273;Room in cosy house in hochelaga;1789044;Colin&Özge;;Mercier-Hochelaga-Maisonneuve;45.556347333381865;-73.53141197888691;Private room;29;1;2;21/07/2017;0.18;3;0;
18914437;SU19. Top floor. 3Bedrooms, PERFECT LOCATION!;123332723;UrbanLife;;Le Plateau-Mont-Royal;45.517509419060566;-73.58233016625859;Entire home/apt;99;1;18;23/04/2018;1.53;7;122;
18914708;Nice room in the heart of Downton Montreal;131828181;Sami;;Ville-Marie;45.492964493782424;-73.58187625086734;Private room;40;2;0;;;1;0;
18915068;Private Room with Large Backyard!;73837099;Bailey;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.46527530096813;-73.62218760448326;Private room;36;1;29;16/05/2018;2.53;1;68;
18915157;Sunny and bright one bedroom full appartment;127011502;Murielle;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.45681512666811;-73.64199150994136;Entire home/apt;50;5;5;12/02/2018;0.46;1;173;
18915198;Chambre Metro Mont Royal + Grande Terrace + BBQ;49344043;Jérémy;;Le Plateau-Mont-Royal;45.52576093973532;-73.58095790493581;Private room;35;2;5;18/06/2017;0.43;1;0;
18915594;Bedroom in large and charming Plateau apartment;17917316;Nicki;;Le Plateau-Mont-Royal;45.52491097092684;-73.58742633115662;Private room;26;2;36;12/01/2018;3.18;2;0;
18915925;1 car parking spot;17678882;George;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.46757833460418;-73.64519247348852;Entire home/apt;6;1;1;17/09/2017;0.12;2;89;
18915954;Charming and colorful apartment in Montreal;131485755;Elena;;Verdun;45.45562326643503;-73.57376749106189;Entire home/apt;125;2;3;28/08/2017;0.28;1;0;
18917153;Studio of Love Downton Montreal.(L);130547414;V. Hug Y Pao;;Ville-Marie;45.51712945664996;-73.56346368972905;Entire home/apt;55;2;50;30/04/2018;4.23;3;219;
18925649;The perfect spot! Clean & cozy 1 bed by the Metro;5450306;Peter;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.479794050535894;-73.61932161148586;Entire home/apt;81;2;1;03/08/2017;0.10;3;0;
18925836;BEAUTIFUL 2 bedrooms apartment - Old Montreal;29125639;Iklil;;Ville-Marie;45.50725154819213;-73.55658627650183;Entire home/apt;390;2;7;07/10/2017;0.66;1;0;
18927371;Cozy apartment near Downtown Montreal;95964387;Fatima Zahra;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.495898657122645;-73.60953364611234;Entire home/apt;42;2;0;;;1;0;
18928207;Maison familiale de 3 étages.;119283134;Marika;;Villeray-Saint-Michel-Parc-Extension;45.54630811916292;-73.63617030306514;Entire home/apt;281;4;5;03/09/2017;0.47;1;89;
18928557;Quiet and Central Rosemont.;131924038;Fanny;;Rosemont-La Petite-Patrie;45.549041065104134;-73.57183644492245;Private room;40;7;1;04/07/2017;0.09;1;365;
18928845;Grand logement avec cour pour famille ou couple;45394590;Sophie;;Rosemont-La Petite-Patrie;45.55130294971018;-73.57872987327255;Entire home/apt;65;7;1;28/09/2017;0.13;1;0;
18929345;Chaleureux appartement sur le Plateau Mont-Royal;19048028;Caroline;;Le Plateau-Mont-Royal;45.53184433588522;-73.57918468060386;Entire home/apt;275;3;4;24/09/2017;0.37;1;58;
18930369;Great Apartment Downtown Montreal-Central location;131954255;Fatima;;Ville-Marie;45.50204852934252;-73.57966565155712;Entire home/apt;100;1;2;25/07/2017;0.19;1;0;
18931141;Old Mtl: Studio in Historic Mansion;64794678;Brittany;;Ville-Marie;45.51176908184194;-73.55618329919356;Entire home/apt;135;1;2;07/06/2017;0.17;1;0;
18932311;Bright Double Bedroom;131972709;Camyl;;Le Plateau-Mont-Royal;45.51634835287574;-73.58197911738623;Private room;70;2;16;22/08/2017;1.46;1;0;
18932525;Modern Studio By Parc La Fontaine;131835454;Somayeh;;Le Plateau-Mont-Royal;45.529154932363575;-73.57061475956833;Entire home/apt;64;2;7;20/09/2017;0.59;1;0;
18933232;Nice and clean apartment in Verdun, Montreal;131978841;Benjamin;;Verdun;45.45574480034528;-73.57688789634949;Private room;39;1;0;;;1;364;
18933432;Chambre colorée sur le Plateau;32977871;Sebastien & Nicia;;Le Plateau-Mont-Royal;45.52813435569924;-73.57160032883924;Private room;35;5;18;13/11/2017;1.59;1;2;
18934507;Calm & Comfy 1BR near Botanical Gardens!;66340481;Daniel;;Rosemont-La Petite-Patrie;45.56488510815075;-73.5824449559402;Entire home/apt;46;30;0;;;4;293;
18934654;Cosy and comfortable;131992917;Marco;;Ville-Marie;45.49181007440209;-73.57941931970412;Entire home/apt;81;1;2;26/06/2017;0.18;1;0;
18934668;beautiful and cozy appartement in dowtown montreal;131993547;Ranya;;Ville-Marie;45.49384290374423;-73.5815742309245;Entire home/apt;130;2;1;03/07/2017;0.09;1;272;
18934936;Wonderful Zen 1BR in Great Location!;9818417;Dave;;Ville-Marie;45.51164382088763;-73.56222666454761;Entire home/apt;80;1;16;29/04/2018;1.44;6;146;
18935014;"Bright private room-2nd floor apt ""The Treehouse""";120591;Diane;;Côte-des-Neiges-Notre-Dame-de-Grâce;45.48842743240338;-73.63916734436978;Private room;33;1;7;19/10/2017;0.75;1;133;
18935298;Luxury Condo Heart Of Old Port MTL;69878724;Executive;;Ville-Marie;45.50515362302728;-73.55921352861837;Entire home/apt;98;1;11;27/04/2018;0.93;15;365;
18935383;CHARMING appartement in MONTRÉA   -   BOOK NOW;122652706;Andera;;Saint-Laurent;45.51241825770287;-73.73017193552754;Entire home/apt;44;1;2;18/06/2017;0.17;1;0;
18941449;Charming 2 bedrooms Condo Lafontaine Park, Plateau;52043526;Frédéric;;Le Plateau-Mont-Royal;45.53072047566858;-73.56481313092331;Entire home/apt;240;3;0;;;1;0;
18943122;Sunny appartment Plateau Mont-Royal;1029751;Marie-Claude;;Le Plateau-Mont-Royal;45.52635057557407;-73.58999120769992;Entire home/apt;86;2;4;14/08/2017;0.34;1;0;
18944297;Maison Petite Patrie Montréal;11795578;Thomas;;Rosemont-La Petite-Patrie;45.53809596547008;-73.60302851247195;Entire home/apt;125;5;1;13/08/2017;0.11;1;0;
18945473;Spacious personal ROOM in St-Henri;132079976;Marthieu;;Le Sud-Ouest;45.475950111997406;-73.58999465470335;Private room;40;2;2;24/07/2017;0.20;1;226;
18946181;Condo in Little Italy - Your perfect F1-Weekend!!!;2428999;Viviane;;Villeray-Saint-Michel-Parc-Extension;45.53607062636744;-73.62102086140621;Entire home/apt;150;3;0;;;1;0;
18946221;Bel appartement Centre ville Montreal;5569418;Sandy;;Ville-Marie;45.52551155635447;-73.5487695698221;Private room;50;1;10;09/10/2017;0.85;2;365;
18947691;Large, cozy basement unit in Montreal;119133176;Nishanth;;Saint-Laurent;45.526701501484915;-73.682715435519;Private room;55;1;17;02/01/2018;1.46;1;0;
18947975;Cozy condo -AMAZING- in heart downtown Montreal;31607148;Andy;;Ville-Marie;45.50984600337167;-73.56233414464148;Entire home/apt;45;1;83;11/05/2018;7.11;4;80;
18948502;WALKING PARADISE / AMAZING LOFT / OLD-PORT;120743177;Mickael;;Ville-Marie;45.51179346047072;-73.55375742699822;Entire home/apt;155;1;45;14/05/2018;3.85;2;46;
18949921;bel appartement en plein cœur du centre ville;45283286;Leyla;;Ville-Marie;45.49406018713827;-73.58282286638266;Entire home/apt;80;2;4;25/06/2017;0.35;1;60;
18950583;NEWLY RENOVATED 2 1/2 MONTREAL BACHELOR APARTMENT;4208584;Shelley;;LaSalle;45.431617080565175;-73.63601142467355;Entire home/apt;45;3;24;27/04/2018;2.31;1;39;
18956378;Cozy Apartment &Best Location;32063928;Moe;;Le Plateau-Mont-Royal;45.51137417640267;-73.57704562716256;Entire home/apt;81;2;1;04/07/2017;0.09;6;346;
18956763;Central, charming apartment in the Plateau;1944857;Miriam;;Le Plateau-Mont-Royal;45.52040472342296;-73.58323824948384;Entire home/apt;125;6;2;13/08/2017;0.20;1;21;
18959017;PRIVATE BEDROOM (#2) IN A 10 1/2 APART.;17080685;Robert;;Le Plateau-Mont-Royal;45.52489600000928;-73.6043209797864;Private room;31;1;3;30/04/2018;0.61;8;0;
18960647;Appartement original dans la Petite-Italie;87587346;Bertrand;;Rosemont-La Petite-Patrie;45.532665950256515;-73.61402857849302;Entire home/apt;100;1;29;06/05/2018;2.49;1;332;
18960818;Cozy, bright and clean condo downtown Montréal;132222467;David;;Ville-Marie;45.514751289725915;-73.56378475099548;Entire home/apt;95;10;2;11/08/2017;0.17;1;0;
18961109;Nice Flat-  Minutes to Downtown Montreal;10677265;Janie;;Verdun;45.469327028203615;-73.5661706432255;Entire home/apt;60;1;9;30/07/2017;0.78;1;0;
